,Danish,English,Da_ARI,En_ARI,Avg_ARI
2677,Forhandlingen er afsluttet.,That concludes the debate.,19.32,7.6525,13.48625
2911,Forhandlingen er afsluttet.,That concludes the debate.,19.32,7.6525,13.48625
7857,Fælles beslutningsforslag om Østrig,Joint resolution on Austria,18.25,8.829999999999998,13.54
6574,Ekstraordinær finansiel bistand til Kosovo,Exceptional financial aid to Kosovo,16.866,10.272000000000002,13.569
3385,Hermed er spørgetiden til Kommissionen afsluttet.,That concludes Question Time.,16.11,11.184999999999995,13.647499999999997
6563,Bekymringerne er berettigede.,The unease is justified.,22.46,5.297499999999999,13.87875
5821,Det gælder bromholdige flammeskyende midler.,It is about brominated flame retardants.,18.75,9.044999999999998,13.897499999999999
4742,Effektiviteten har virkelig været mærkbar.,Their efficiency has been truly remarkable.,16.866,11.399999999999999,14.133
5732,Støtter Kommissionen Rådet?,Does the Commission support the Council?,19.32,9.044999999999998,14.1825
6392,Ingen af resultaterne kan være tilfredsstillende.,Neither outcome would be satisfactory.,16.11,13.097999999999999,14.604
7280,Dette er fuldstændigt uacceptabelt.,This is totally unacceptable.,18.25,11.184999999999995,14.717499999999998
3139,Spørgsmål til Anna Diamantopoulou,Questions to Mrs Diamantopoulou,15.895000000000003,13.54,14.717500000000001
5614,(Kraftigt bifald),(Loud applause),17.25,12.54,14.895
5470,(Kraftigt bifald),(Loud applause),17.25,12.54,14.895
831,Reform af den europæiske konkurrencepolitik,Reform of European competition policy,17.808,12.155999999999999,14.982
3487,Situationen dér er fuldstændig uacceptabel.,The situation there is totally unacceptable.,17.808,12.184999999999995,14.996499999999997
4749,Spørgetid (Rådet),Question Time (Council),17.25,13.04,15.145
6426,Det kræver retssikkerheden.,Legal security requires this.,19.32,11.184999999999995,15.252499999999998
1779,"Tak, kommissær Schreyer.","Thank you, Commissioner Schreyer.",14.61,15.895000000000003,15.252500000000001
5800,Hvilken rolle spiller Videnskabsudvalget?,What is the role of the scientific committees?,25.314999999999998,5.53125,15.423124999999999
3122,Dette er selvfølgelig uacceptabelt.,That is naturally unacceptable.,18.25,13.54,15.895
2662,Naturlige levesteder blev ødelagt.,Natural habitats were destroyed.,17.072499999999998,14.717500000000001,15.895
8204,Fredag: Formanden.,Relating to Friday: President.,19.604999999999997,12.362500000000004,15.98375
9662,(Spredt bifald),(Limited applause),12.54,19.604999999999997,16.072499999999998
9081,"Naturligvis, hr.","Absolutely, Mr Napolitano.",14.895000000000003,17.75,16.3225
2543,Vores nuværende programmer skal fremskyndes.,Current programmes must be accelerated.,18.75,14.04,16.395
7965,"Fascismen, nynazismen er kræftsygdomme!",Fascism and neo-Nazism are cancers!,22.96,10.272000000000002,16.616
7870,De okkulte netværk?,Underground networks?,6.760000000000002,26.67,16.715000000000003
1814,Betænkning af Koch (A5-0105/1999),Koch Report (A5-0105/1999),15.895000000000003,17.75,16.8225
1830,Betænkning af Koch (A5-0104/1999),Koch Report (A5-0104/1999),15.895000000000003,17.75,16.8225
5407,Regeringsforhandlingerne i Østrig,Talks in Austria on forming a government,28.740000000000002,4.947142857142854,16.84357142857143
8308,Teknisk bistand er dog alligevel nødvendig.,"Nevertheless, technical assistance is necessary.",11.399999999999999,22.518,16.959
8221,(Forslaget vedtoges),(Parliament gave its assent),24.314999999999998,10.0075,17.16125
8203,(Forslaget vedtoges),(Parliament gave its assent),24.314999999999998,10.0075,17.16125
2390,Malta går i tiltrædelsesforhandlinger.,Malta is entering the accession negotiations.,21.7825,12.970000000000006,17.376250000000002
1800,Procedure uden forhandling:,Procedure without debate:,19.32,16.18,17.75
7757,Direktivet bibeholdes.,The directive remains in place.,29.025,6.504000000000001,17.764499999999998
7631,(Forslaget til beslutning vedtoges),(Parliament adopted the resolution),18.25,18.25,18.25
7655,(Forslaget til beslutning vedtoges),(Parliament adopted the resolution),18.25,18.25,18.25
3916,Finansforordningen skal ændres.,The Financial Regulation should be amended.,25.599999999999994,11.399999999999999,18.499999999999996
6986,Kulturel aktivitet skaber identitet.,Cultural activity creates identity.,19.427500000000002,18.25,18.83875
5383,Dagsordenen,Agenda,30.880000000000003,7.329999999999998,19.105
9113,Dagsordenen,Agenda,30.880000000000003,7.329999999999998,19.105
8143,Arbejdsplan,Agenda,30.880000000000003,7.329999999999998,19.105
65,Arbejdsplan,Agenda,30.880000000000003,7.329999999999998,19.105
7845,"kommissærernes antal og ansvarsområder,",the number and responsibilities of Commissioners,22.96,15.325000000000003,19.142500000000002
7771,Betænkning af Berger (A5-0007/2000),Berger Report (A5-0007/2000),18.25,20.89,19.57
1930,Betænkning af Berend (A5-0107/1999),Berend Report (A5-0107/1999),18.25,20.89,19.57
1986,Betænkning af Rapkay (A5-0078/1999),Rapkay Report (A5-0078/1999),18.25,20.89,19.57
2023,Betænkning af Langen (A5-0073/1999),Langen Report (A5-0073/1999),18.25,20.89,19.57
5550,"(Bifald, tilråb)","(Applause, heckling)",14.895000000000003,24.314999999999998,19.605
8168,(Forslaget vedtoges) Formanden.,(Parliament gave its assent) President.,25.599999999999994,14.04,19.819999999999997
8195,(Forslaget vedtoges) Formanden.,(Parliament gave its assent) President.,25.599999999999994,14.04,19.819999999999997
9104,(Forslaget vedtoges),(Parliament approved the request),24.314999999999998,15.895000000000003,20.105
3075,Presserapporterne var misvisende.,The newspaper reports were misleading.,28.740000000000002,13.097999999999999,20.919
7670,Betænkning af McNally (A5-0082/1999),McNally Report (A5-0082/1999),19.427500000000002,22.46,20.94375
4556,Parlamentet ændrede aftaleteksten.,Parliament has amended the contractual text.,30.309999999999995,12.184999999999995,21.247499999999995
5375,(Protokollen godkendtes),(The Minutes were approved),33.735,8.829999999999998,21.2825
9071,(Protokollen godkendtes),(The Minutes were approved),33.735,8.829999999999998,21.2825
830,(Protokollen godkendtes),(The Minutes were approved),33.735,8.829999999999998,21.2825
4127,Fredsprocessen i Mellemøsten (fortsættelse),Middle East peace process (continuation),27.67,14.982,21.326
5610,(Bifald),(Applause),16.75,26.17,21.46
5393,(Bifald),(Applause),16.75,26.17,21.46
9597,(Bifald),(Applause),16.75,26.17,21.46
9258,(Bifald),(Applause),16.75,26.17,21.46
9112,(Bifald),(Applause),16.75,26.17,21.46
5546,(Bifald),(Applause),16.75,26.17,21.46
5675,(Bifald),(Applause),16.75,26.17,21.46
5568,(Bifald),(Applause),16.75,26.17,21.46
5450,(Bifald),(Applause),16.75,26.17,21.46
5421,(Bifald),(Applause),16.75,26.17,21.46
5705,(Bifald),(Applause),16.75,26.17,21.46
9231,(Bifald),(Applause),16.75,26.17,21.46
9589,(Bifald),(Applause),16.75,26.17,21.46
5486,(Bifald),(Applause),16.75,26.17,21.46
9584,(Bifald),(Applause),16.75,26.17,21.46
5562,(Bifald),(Applause),16.75,26.17,21.46
5572,(Bifald),(Applause),16.75,26.17,21.46
5044,Kapitalafgift,Capital tax,40.3,3.120000000000001,21.71
7793,Betænkning af Marinho (A5-0003/2000),Marinho Report (A5-0003/2000):,19.427500000000002,24.03,21.72875
9117,(Dagsordenen godkendtes),(Parliament gave its assent),33.735,10.0075,21.87125
4738,(Vedvarende bifald),(Sustained applause),21.96,24.314999999999998,23.1375
9906,Principerklæringer er utilstrækkelige!,Declarations of principle are not enough.,36.589999999999996,9.829999999999998,23.209999999999997
4031,Følgelig overbringelsen.,Hence the transmission.,33.735,13.04,23.3875
2005,Betænkning af Jonckheer (A5-0087/1999),Jonckheer Report (A5-0087/1999),21.7825,25.599999999999994,23.691249999999997
8175,(Forslaget forkastedes),(Parliament rejected the proposal),31.380000000000003,17.072499999999998,24.22625
118,(Forslaget forkastedes) Formanden.,(Parliament rejected the request) President.,30.309999999999995,18.75,24.529999999999998
5739,Anvendelse af forsigtighedsprincippet,Recourse to the precautionary principle,35.019999999999996,14.04,24.529999999999998
1782,(Kommissionens forslag godkendtes),(Parliament approved the Commission proposal),30.309999999999995,19.692,25.000999999999998
8189,(Forslaget forkastedes) Formanden.,(Parliament rejected the proposal) President.,30.309999999999995,19.692,25.000999999999998
1799,(Kommissionens forslag godkendtes),(Parliament approved the Commission proposal),30.309999999999995,19.692,25.000999999999998
1797,(Kommissionens forslag godkendtes),(Parliament approved the Commission proposal),30.309999999999995,19.692,25.000999999999998
1847,Betænkning af Schroedter (A5-0108/1999),Schroedter Report (A5-0108/1999),22.96,27.17,25.065
7073,Udrangerede køretøjer,End-of-life vehicles,26.67,24.314999999999998,25.4925
2912,Spørgetid (Kommissionen),Question Time (Commission),33.735,17.75,25.7425
8146,Formanden.,President.,26.17,26.17,26.17
8176,Formanden.,President.,26.17,26.17,26.17
8156,Formanden.,President.,26.17,26.17,26.17
3992,"""Omstændelig"".",'Long-winded' .,45.01,12.54,28.775
8155,(Forslaget vedtoges)Torsdag:,(Parliament gave its assent)Relating to Thursday:,43.15500000000001,16.11,29.632500000000004
2679,Fødevaresikkerhed,Food safety,59.13999999999999,3.120000000000001,31.129999999999995
1783,Heaton-Harris (PPE-DE).,Heaton-Harris (PPE-DE).,31.380000000000003,31.380000000000003,31.380000000000003
7669,STEMMEFORKLARINGER,EXPLANATIONS OF VOTE,63.85,8.329999999999998,36.09
6913,Tillykke!,Congratulations!,21.46,54.43,37.945
6319,Grænseoverskridende tjenesteydelser,Cross-border services,59.63999999999999,26.67,43.155
327,Samordning strukturfondene/Samhørighedsfonden,Structural Funds - Cohesion Fund coordination,83.19,12.970000000000006,48.08
5911,Regeringskonferencen,Intergovernmental Conference,73.27000000000001,43.15500000000001,58.212500000000006
